name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Susan Casey,---,111,---,638,35-39,42,TAS,AUS,---,---,01:04:10,3.9 km,00:05:52,05:20:58,180.2 km,00:01:21,03:33:51,42.2 km,10:06:12
Hughie Castle,---,---,DNS,413,30-34,37,Wellington,NZL,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Lee Chamberlain,---,809,---,639,35-39,40,---,NZL,---,---,01:27:38,3.9 km,00:10:55,06:53:29,180.2 km,00:05:53,04:37:02,42.2 km,13:14:57
David Chambers,---,467,---,719,40-44,48,DXB,NZL,---,---,01:09:27,3.9 km,00:06:06,06:03:58,180.2 km,00:04:48,04:16:55,42.2 km,11:41:14
Mario Chamorro,---,---,DNS,1096,50-54,58,---,CHL,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Gavin Champion,---,93,---,720,40-44,46,NZ,NZL,---,---,01:03:23,3.9 km,00:04:29,05:14:20,180.2 km,00:02:20,03:32:18,42.2 km,09:56:50
Eugene Peter Chan,---,681,---,721,40-44,49,---,NZL,---,---,01:05:44,3.9 km,00:12:40,06:22:40,180.2 km,00:08:47,04:49:04,42.2 km,12:38:55
Barry Chapman,---,465,---,722,40-44,48,---,NZL,---,---,01:09:33,3.9 km,00:09:21,06:02:32,180.2 km,00:05:39,04:13:28,42.2 km,11:40:33
Claire Chapman,---,400,---,414,30-34,35,---,GBR,---,---,01:06:27,3.9 km,00:06:18,06:26:05,180.2 km,00:01:14,03:45:24,42.2 km,11:25:28
James Chapman,---,503,---,273,30-34,38,SG,GBR,---,---,01:02:16,3.9 km,00:07:06,06:37:18,180.2 km,00:03:17,03:59:48,42.2 km,11:49:45
Carina Charles,---,683,---,415,30-34,36,---,GBR,---,---,01:01:50,3.9 km,00:07:33,07:20:01,180.2 km,00:04:50,04:04:46,42.2 km,12:39:00
Lee Charles,---,118,---,491,35-39,43,Other,GBR,---,---,01:01:18,3.9 km,00:04:31,05:04:06,180.2 km,00:02:05,03:56:06,42.2 km,10:08:06
Edward Charlton-Weedy,---,48,---,127,25-29,31,---,GBR,---,---,00:54:34,3.9 km,00:04:55,05:09:07,180.2 km,00:01:53,03:31:31,42.2 km,09:42:00
Philip Cheer,---,959,---,934,45-49,53,---,NZL,---,---,01:09:40,3.9 km,00:09:28,07:17:13,180.2 km,00:08:10,05:29:19,42.2 km,14:13:50
Diane Chesmar,---,1103,---,1249,55-59,60,North Island,NZL,---,---,01:48:39,3.9 km,00:15:12,07:49:41,180.2 km,00:12:58,06:30:54,42.2 km,16:37:24
