name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Robert Graller,---,---,DNS,2090,50-54,---,---,AUT,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Monnalisa Granai,---,---,DNS,2244,25-29,---,---,ITA,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Hugues Gransard,---,---,DNS,1473,40-44,---,---,FRA,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Rudolf Grasch,---,1458,---,481,30-34,---,---,AUT,---,---,01:25:53,3.9 km,00:04:15,06:00:40,180.2 km,00:03:41,05:05:45,42.2 km,12:40:14
Nadine Grasse,---,668,---,2290,30-34,---,---,DEU,---,---,00:56:30,3.9 km,00:04:06,06:04:22,180.2 km,00:04:28,03:52:15,42.2 km,11:01:41
Juanjo Grassie,---,1715,---,482,30-34,---,---,MEX,---,---,01:24:07,3.9 km,00:06:14,07:03:44,180.2 km,00:09:56,04:47:28,42.2 km,13:31:29
Michael Gratzer,---,332,---,973,35-39,48,AT,AUT,---,---,01:07:13,3.9 km,00:04:02,05:08:53,180.2 km,00:06:12,03:56:13,42.2 km,10:22:33
Burkhard Graw,---,934,---,1888,45-49,---,---,DEU,---,---,01:10:14,3.9 km,00:04:01,05:26:51,180.2 km,00:03:18,04:48:43,42.2 km,11:33:07
Antony Gray,---,580,---,974,35-39,---,---,GBR,---,---,00:56:12,3.9 km,00:04:16,05:16:18,180.2 km,00:02:48,04:33:19,42.2 km,10:52:53
Brendan Gray,---,1369,---,483,30-34,---,---,NZL,---,---,01:08:04,3.9 km,00:03:55,05:55:54,180.2 km,00:08:07,05:12:12,42.2 km,12:28:12
Lawrence Green,---,1227,---,1474,40-44,---,---,GBR,---,---,00:57:33,3.9 km,00:04:40,06:05:23,180.2 km,00:08:19,04:52:20,42.2 km,12:08:15
Tony Green,---,695,---,485,30-34,---,---,GBR,---,---,01:09:28,3.9 km,00:04:39,05:35:40,180.2 km,00:07:23,04:08:55,42.2 km,11:06:05
Peter Greiwe,---,875,---,1475,40-44,---,---,DEU,---,---,01:19:53,3.9 km,00:03:21,05:55:52,180.2 km,00:03:09,04:02:36,42.2 km,11:24:51
Frank Greminger,---,286,---,975,35-39,---,---,DEU,---,---,01:10:24,3.9 km,00:04:14,05:08:27,180.2 km,00:03:48,03:48:46,42.2 km,10:15:39
David Greve,---,195,---,486,30-34,---,---,DEU,---,---,00:58:04,3.9 km,00:03:43,05:11:22,180.2 km,00:03:29,03:39:58,42.2 km,09:56:36
Gernot Greylinger,---,---,DNF,1476,40-44,---,---,AUT,---,---,00:59:27,3.9 km,00:02:55,05:06:04,180.2 km,00:02:43,---,42.2 km,DNF
Ben Grieb,---,1882,---,2161,55-59,---,---,USA,---,---,01:15:56,3.9 km,00:11:49,07:10:15,180.2 km,00:07:10,05:40:55,42.2 km,14:26:05
Edward Griffiths,---,1441,---,209,25-29,---,---,GBR,---,---,01:16:29,3.9 km,00:08:20,06:35:21,180.2 km,00:08:30,04:29:52,42.2 km,12:38:32
Rob Griffiths,---,---,DNF,1477,40-44,---,---,GBR,---,---,00:58:46,3.9 km,00:04:27,06:20:01,180.2 km,00:05:29,---,42.2 km,DNF
Bernhard Grilz,---,545,---,1478,40-44,55,AT,AUT,---,---,00:59:35,3.9 km,00:03:53,05:30:17,180.2 km,00:03:29,04:12:50,42.2 km,10:50:04
Andrew Grimmer,---,---,DNS,487,30-34,---,---,GBR,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Hannes Gröbl,---,893,---,488,30-34,---,---,AUT,---,---,01:10:42,3.9 km,00:04:09,05:42:20,180.2 km,00:02:39,04:27:57,42.2 km,11:27:47
Morten Groenbek,---,541,---,489,30-34,---,---,DNK,---,---,01:05:28,3.9 km,00:05:00,05:18:01,180.2 km,00:03:30,04:17:57,42.2 km,10:49:56
Kip Grossman,---,1717,---,1889,45-49,---,---,USA,---,---,01:10:58,3.9 km,00:04:25,06:03:59,180.2 km,00:11:04,06:01:21,42.2 km,13:31:47
Herbert Gruber,---,34,---,976,35-39,---,---,AUT,---,---,00:57:36,3.9 km,00:03:25,05:00:43,180.2 km,00:02:27,03:03:56,42.2 km,09:08:07
Josef Gruber,---,1130,---,490,30-34,---,---,AUT,---,---,01:11:09,3.9 km,00:04:01,05:20:47,180.2 km,00:03:50,05:15:25,42.2 km,11:55:12
Peter Gruber,---,1009,---,491,30-34,---,---,AUT,---,---,01:26:04,3.9 km,00:04:37,05:49:00,180.2 km,00:03:39,04:17:36,42.2 km,11:40:56
Peter Gruber,---,778,---,1890,45-49,---,---,AUT,---,---,01:10:35,3.9 km,00:04:48,05:46:15,180.2 km,00:04:54,04:07:36,42.2 km,11:14:08
Christian Grubhofer,---,617,---,492,30-34,---,---,AUT,---,---,01:04:01,3.9 km,00:04:06,05:25:09,180.2 km,00:10:37,04:12:07,42.2 km,10:56:00
Fritz Grud,---,706,---,1479,40-44,---,---,AUT,---,---,01:12:32,3.9 km,00:04:29,06:04:54,180.2 km,00:03:35,03:41:20,42.2 km,11:06:50
Volker Grundmann,---,---,DNF,1891,45-49,---,---,AUT,---,---,01:07:51,3.9 km,00:05:41,05:52:12,180.2 km,00:08:51,---,42.2 km,DNF
Herbert Grundner,---,---,DNS,1480,40-44,---,---,AUT,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Johann Grüßer,---,---,DNF,1892,45-49,---,---,AUT,---,---,01:20:49,3.9 km,00:05:05,05:19:32,180.2 km,00:04:46,---,42.2 km,DNF
Madeleine Grüßer,---,757,---,2359,35-39,---,---,AUT,---,---,01:13:12,3.9 km,00:04:13,05:41:24,180.2 km,00:04:31,04:08:11,42.2 km,11:11:31
Manfred Gubler,---,704,---,1481,40-44,---,---,CHE,---,---,01:19:04,3.9 km,00:05:06,05:32:51,180.2 km,00:06:31,04:03:06,42.2 km,11:06:38
Jose Guerrero,---,1371,---,493,30-34,---,---,MEX,---,---,01:13:53,3.9 km,00:04:36,06:49:26,180.2 km,00:05:01,04:15:24,42.2 km,12:28:20
Victor Guerrero,---,---,DNF,494,30-34,---,---,MEX,---,---,01:16:30,3.9 km,00:06:26,06:21:16,180.2 km,00:05:18,---,42.2 km,DNF
Robert Guggenberger,---,165,---,210,25-29,---,---,AUT,---,---,01:06:30,3.9 km,00:06:50,05:11:36,180.2 km,00:08:26,03:20:32,42.2 km,09:53:54
Castaneda Guillermo,---,1708,---,2162,55-59,---,---,MEX,---,---,01:09:30,3.9 km,00:10:13,06:30:10,180.2 km,00:07:46,05:32:50,42.2 km,13:30:29
Javier Guizar,---,1677,---,1482,40-44,---,---,MEX,---,---,01:11:25,3.9 km,00:08:45,06:20:25,180.2 km,00:09:22,05:33:43,42.2 km,13:23:40
Ines Günnewig,---,1018,---,2291,30-34,---,---,DEU,---,---,01:12:26,3.9 km,00:06:01,06:12:39,180.2 km,00:07:38,04:03:14,42.2 km,11:41:58
Michael Guschlbauer,---,911,---,1483,40-44,---,---,DEU,---,---,01:12:49,3.9 km,00:04:58,05:23:47,180.2 km,00:04:33,04:44:00,42.2 km,11:30:07
Bernhard Gutenbrunner,---,---,DNS,211,25-29,---,---,AUT,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Gerardo Gutierrez,---,1418,---,977,35-39,---,---,MEX,---,---,01:11:56,3.9 km,00:05:54,06:35:36,180.2 km,00:05:38,04:36:46,42.2 km,12:35:50
Juan-Manuel Gutiérrez-Avila,---,1306,---,1484,40-44,---,---,MEX,---,---,01:20:53,3.9 km,00:04:08,06:14:06,180.2 km,00:06:03,04:34:34,42.2 km,12:19:44
Efrain Gutierrez-Gk,---,---,DNS,1485,40-44,---,---,MEX,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Araceli Gutierrez-Yanez,---,1913,---,2360,35-39,---,---,MEX,---,---,01:38:31,3.9 km,00:05:41,07:38:57,180.2 km,00:05:46,05:12:03,42.2 km,14:40:58
Ariane Gutknecht,---,123,---,58,PRO,---,---,CHE,---,---,00:56:08,3.9 km,00:03:51,05:16:07,180.2 km,00:03:04,03:26:08,42.2 km,09:45:18
Rudolf Gutmann,---,724,---,1486,40-44,---,---,AUT,---,---,01:07:57,3.9 km,00:03:59,05:29:28,180.2 km,00:04:19,04:22:42,42.2 km,11:08:25
Francisco Guzman,---,2014,---,1487,40-44,---,---,MEX,---,---,01:20:24,3.9 km,00:12:49,08:17:28,180.2 km,00:11:27,06:45:38,42.2 km,16:47:46
Michaela Haas,---,1988,---,2361,35-39,---,---,AUT,---,---,01:21:05,3.9 km,00:10:28,07:50:16,180.2 km,00:11:54,06:17:47,42.2 km,15:51:30
Wolfgang Haberfellner,---,1518,---,1488,40-44,---,---,AUT,---,---,01:26:54,3.9 km,00:09:25,06:09:44,180.2 km,00:05:18,04:56:37,42.2 km,12:47:58
Andreas Haberl,---,285,---,1489,40-44,---,---,AUT,---,---,01:13:12,3.9 km,00:03:57,05:10:54,180.2 km,00:03:43,03:43:45,42.2 km,10:15:31
Johann Hackl,---,---,DNS,495,30-34,---,---,AUT,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Thomas Hackner,---,645,---,1490,40-44,51,AT,AUT,---,---,00:58:47,3.9 km,00:03:48,05:06:24,180.2 km,00:02:43,04:46:46,42.2 km,10:58:28
Stefan Hafner,---,134,---,212,25-29,---,---,DEU,---,---,01:11:55,3.9 km,00:02:27,05:05:10,180.2 km,00:03:08,03:24:35,42.2 km,09:47:15
