name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Aileen Cartier,---,---,DNS,685,30-34,35,MA,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Marci Cascanette,---,---,DNS,1862,40-44,42,ON,CAN,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jose Caso Fernandez,---,---,DNF,1055,50-54,55,DF,MEX,---,---,01:39:57,2.4 mi,00:10:39,08:41:32,112 mi,00:11:03,---,26.2 mi,DNF
Michelle Griffin Castillo,---,---,DNS,525,40-44,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Andres Castillo Latorre,---,---,DNF,24,PRO,33,---,COL,---,---,00:44:29,2.4 mi,00:02:04,---,112 mi,---,---,26.2 mi,DNF
Rafael Castol,---,---,DNF,1976,25-29,31,---,MEX,---,---,00:58:59,2.4 mi,00:05:40,---,112 mi,---,---,26.2 mi,DNF
Eduardo Castro,---,---,DNS,1063,40-44,42,Q.roo,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Elias Chavez Sanchez,---,---,DNF,1575,40-44,---,---,MEX,---,---,01:08:19,2.4 mi,00:23:49,08:50:21,112 mi,---,---,26.2 mi,DNF
Kevin Chidwick,---,---,DNF,589,50-54,53,VA,GBR,---,---,01:17:06,2.4 mi,00:09:03,---,112 mi,---,---,26.2 mi,DNF
Martha Chincoya,---,---,DNS,1738,45-49,---,DISTRITO FEDERAL,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
David Christian,---,---,DNF,1883,35-39,41,OR,USA,---,---,01:02:13,2.4 mi,00:06:21,05:50:09,112 mi,00:06:29,---,26.2 mi,DNF
Steve Christos,---,---,DNS,552,40-44,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Ellen Chu,---,---,DNF,2228,60-64,64,TX,USA,---,---,01:40:04,2.4 mi,00:10:52,08:32:57,112 mi,00:05:45,06:47:11,26.2 mi,DNF
Sean Clancy,---,---,DNS,420,40-44,45,NV,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Shaun Clark,---,---,DNS,411,35-39,39,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Catalina Clave,---,---,DNS,880,45-49,49,DF,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Susan Clavin,---,---,DNF,515,50-54,55,MA,USA,---,---,01:17:20,2.4 mi,00:10:18,---,112 mi,---,---,26.2 mi,DNF
Gord Clayholt,---,---,DNF,2031,55-59,57,AB,CAN,---,---,02:43:28,2.4 mi,00:12:49,06:31:33,112 mi,00:06:19,05:13:22,26.2 mi,DNF
